id,climate,energy,environment,resources,sustainability,dedicated,total
BIC,0,1,1,1,0,0,3
ECEPERF,0,0,0,0,0,0,0
ECEFP,0,0,0,0,0,0,0
ECEFI,0,0,0,0,0,0,0
ECEFEEI,0,0,0,0,0,0,0
ECEFDS,0,0,0,0,0,0,0
ECEFDPP,0,0,0,0,0,0,0
DCEG,0,0,1,0,0,0,1
EEMEDFEEI,0,0,0,0,0,0,0
EEMEDF,0,0,0,0,0,0,0
ADLSS,0,0,0,0,0,0,0
MESCET,0,0,1,0,0,1,1
MESC,0,0,1,0,0,1,1
MESCS,0,0,1,0,1,1,2
MEGDLIT,1,0,1,0,0,1,2
MEGDLPI,1,0,1,0,2,2,4
MEGDLDIU(,0,0,1,0,0,1,1
MEGDLTIUU,1,0,0,0,2,1,3
MIC,2,1,3,2,2,3,7
MBAAIE,0,0,0,0,0,0,0
BEGDL,0,0,1,0,0,0,1
BEGDLS,0,0,1,0,0,0,1
